abf+N271+N298+N450+E22+E163+E220	 0.486847	 0.967688	 1.459085	 1.941356	 2.426988	 2.911546	 3.395008	 3.876890	 11.100877	 18.941393	 27.958397	 36.831062	 53.481129	 69.878288	 
abf+N271+N499+N188+E61+E122+E0	 0.710584	 1.398511	 2.066333	 2.748818	 3.385354	 4.069974	 4.674910	 5.287916	 14.084652	 23.251469	 33.142242	 42.722828	 60.783405	 77.487885	 
abf+N32+N60+N52+E192+E125+E48	 0.676594	 1.341566	 2.023253	 2.631913	 3.306495	 3.922467	 4.551204	 5.164333	 14.159549	 23.342131	 33.791237	 43.165260	 61.478310	 78.233597	 
abr+N161+N256+N237+E206+E141+E203	 0.507155	 1.011843	 1.519167	 2.039274	 2.538331	 3.042634	 3.548040	 4.029973	 11.494617	 19.614983	 28.954048	 38.196388	 55.586155	 72.070946	 
abr+N238+N218+N697+E19+E66+E131	 0.844657	 1.680023	 2.527704	 3.349683	 4.176035	 4.983745	 5.838995	 6.619788	 18.420807	 30.687168	 44.561466	 57.561546	 81.648338	 103.024490	 
abr+N238+N404+N616+E132+E221+E16	 1.017983	 2.000259	 2.990995	 3.941288	 4.877872	 5.853885	 6.748199	 7.609304	 19.766432	 31.683674	 44.276398	 55.837467	 76.688728	 95.520683	 
abr+N367+N371+N305+E199+E139+E42	 1.166345	 2.338311	 3.476530	 4.608105	 5.788836	 6.948928	 7.984644	 9.140338	 25.456745	 42.037849	 60.117962	 76.448547	 104.878647	 128.192444	 
abr+N434+N158+N305+E68+E190+E127	 0.617759	 1.228294	 1.838590	 2.451044	 3.072763	 3.680160	 4.285314	 4.861252	 13.879298	 23.370224	 34.164944	 44.790173	 64.126770	 81.579056	 
abr+N461+N32+N649+E225+E69+E132	 1.583909	 3.150969	 4.676007	 6.206641	 7.724695	 9.185019	 10.665181	 12.004123	 32.061611	 50.702087	 69.299637	 85.369652	 110.315514	 130.639938	 
abr+N492+N188+N282+E39+E192+E70	 0.722377	 1.438102	 2.157647	 2.851446	 3.612974	 4.288656	 4.976738	 5.699652	 16.270199	 27.577934	 40.389687	 52.777878	 76.030083	 97.645119	 
abr+N514+N115+N164+E190+E183+E107	 0.958052	 1.889030	 2.825755	 3.770316	 4.714242	 5.665835	 6.579349	 7.493034	 20.841288	 34.458805	 49.216248	 63.366348	 87.939018	 109.024025	 
abr+N52+N99+N256+E205+E138+E69	 1.133367	 2.232876	 3.322014	 4.394916	 5.535979	 6.654469	 7.579450	 8.538428	 23.048857	 37.226143	 52.264545	 65.884628	 90.758942	 111.458893	 
abr+N600+N267+N514+E131+E205+E92	 1.518818	 3.000797	 4.438433	 5.900542	 7.369242	 8.731488	 10.161158	 11.526454	 30.749754	 49.594807	 69.240662	 86.852837	 116.443642	 139.199158	 
abr+N708+N184+N164+E165+E27+E225	 1.062313	 2.106343	 3.179883	 4.175810	 5.246597	 6.224861	 7.258582	 8.284530	 22.760914	 37.880775	 53.660042	 69.040398	 96.155952	 118.648994	 
abr+N708+N461+N190+E65+E142+E114	 0.633849	 1.264624	 1.896127	 2.522405	 3.182674	 3.785036	 4.425562	 5.034297	 14.391319	 24.494116	 35.731842	 46.910675	 67.273453	 86.126335	 
acs+N198+E38	 0.763572	 1.515885	 2.288651	 3.035572	 3.833575	 4.587429	 5.354363	 6.127375	 17.793274	 30.855261	 45.978920	 61.334915	 90.090057	 116.101685	 
acs+N198+E65	 2.059175	 4.070822	 6.106056	 8.088845	 10.157213	 12.070308	 14.099250	 15.942259	 43.255024	 68.875732	 92.802185	 111.697411	 139.163193	 157.750107	 
acs+N265+E165	 3.616190	 6.799417	 8.844678	 11.564646	 13.131716	 14.845052	 16.513817	 17.639645	 26.713867	 30.970478	 33.126907	 34.498867	 34.632549	 35.673706	 
acs+N265+E32	 3.414909	 6.516300	 9.295104	 11.829909	 14.202440	 16.669224	 18.725332	 20.806061	 44.029808	 61.166714	 76.763145	 89.867355	 109.447929	 125.499573	 
acs+N268+E119	 1.680039	 3.296468	 4.917391	 6.482896	 8.193199	 9.508330	 11.116504	 12.500187	 32.951653	 52.496780	 72.035698	 89.773109	 117.759224	 139.139526	 
acs+N270+E183	 2.702027	 5.369756	 7.898767	 10.507767	 13.092320	 15.597122	 17.837114	 20.385096	 52.297096	 80.745735	 107.327682	 130.131729	 163.022049	 186.728821	 
acs+N308+E122	 1.905172	 3.769950	 5.637400	 7.442217	 9.349604	 11.075388	 12.805867	 14.579268	 38.781132	 62.327427	 84.828659	 105.157814	 136.587021	 160.846313	 
acs+N428+E184	 0.972168	 1.921517	 2.889137	 3.860225	 4.813092	 5.761903	 6.711946	 7.641510	 21.288252	 35.539566	 50.231136	 63.820789	 87.434784	 106.509911	 
acs+N442+E157	 2.598349	 4.677484	 6.701182	 8.320993	 10.367140	 11.763706	 13.219772	 14.636725	 32.712528	 50.372810	 67.506287	 82.861351	 108.354164	 128.463730	 
acs+N489+E143	 14.029437	 24.816595	 33.148132	 40.573425	 47.012783	 51.928963	 56.490211	 60.056671	 93.133331	 106.604958	 115.775116	 122.628189	 130.826202	 136.616959	 
acs+N528+E13	 3.822487	 7.559829	 11.191727	 14.862344	 18.508406	 21.873167	 25.339100	 28.573265	 70.580513	 102.293213	 127.545563	 145.636124	 168.698334	 183.989792	 
acs+N553+E212	 1.763115	 3.474373	 5.216253	 6.930893	 8.659322	 10.293533	 12.004137	 13.618139	 36.832233	 59.505371	 82.259819	 101.624489	 132.955505	 156.779495	 
acs+N554+E172	 0.452898	 0.899232	 1.353237	 1.805441	 2.262817	 2.709961	 3.163800	 3.599901	 10.415865	 17.938118	 26.816170	 35.581123	 52.725292	 69.088112	 
acs+N667+E67	 4.816013	 9.279162	 13.590833	 17.635916	 21.517012	 25.311424	 28.652004	 31.591293	 67.599159	 91.518562	 110.201424	 124.090355	 140.497528	 150.940140	 
acs+N691+E39	 0.565464	 1.130502	 1.693078	 2.275167	 2.827698	 3.394199	 3.962928	 4.490541	 12.947647	 22.069870	 32.744255	 43.054104	 63.371136	 81.992706	 
acs+N9+E135	 1.426952	 2.829854	 4.242747	 5.641041	 7.106495	 8.409551	 9.808847	 11.141128	 30.815865	 50.746456	 70.277809	 89.706688	 120.192795	 140.005829	 
acs+N9+E32	 1.815866	 3.608642	 5.339904	 7.127268	 8.921199	 10.496994	 12.173609	 13.834277	 36.619629	 58.266876	 80.741722	 100.237892	 132.504303	 155.505646	 
acs-a+N156+E221	 0.524321	 1.052653	 1.563773	 2.074170	 2.602187	 3.081147	 3.636080	 4.095440	 11.560052	 19.331459	 28.074492	 36.638531	 52.013428	 66.688774	 
acs-a+N2+E222	 0.371053	 0.739109	 1.107362	 1.482873	 1.863859	 2.225195	 2.594152	 2.949208	 8.560559	 14.714770	 21.964632	 28.950804	 43.021553	 56.652050	 
acs-a+N219+E84	 0.653132	 1.308979	 1.948584	 2.602806	 3.248746	 3.820720	 4.471961	 5.107540	 14.377629	 24.175711	 34.851955	 45.098427	 63.895283	 80.756226	 
acs-a+N238+E136	 0.438969	 0.875826	 1.315017	 1.755293	 2.199591	 2.628375	 3.071086	 3.487003	 10.056076	 17.198303	 25.327311	 33.492561	 49.077961	 63.890419	 
acs-a+N256+E185	 1.226889	 2.309677	 3.396700	 4.212327	 5.239396	 6.380306	 7.026450	 7.846544	 18.118416	 27.979639	 38.279499	 47.972359	 66.066444	 82.383247	 
acs-a+N267+E120	 0.543426	 1.076876	 1.606900	 2.132447	 2.689898	 3.210690	 3.758968	 4.254706	 12.002275	 20.353294	 29.599560	 38.607887	 55.477341	 70.858749	 
acs-a+N305+E41	 0.301507	 0.602639	 0.902915	 1.207556	 1.512383	 1.807755	 2.113473	 2.412815	 7.009457	 12.103711	 18.093481	 24.249464	 36.439690	 48.478283	 
acs-a+N307+E6	 0.314999	 0.626240	 0.943622	 1.256585	 1.575489	 1.887776	 2.205792	 2.508093	 7.292275	 12.625293	 18.851816	 25.211168	 37.689053	 50.318150	 
acs-a+N346+E61	 0.462545	 0.924387	 1.389321	 1.844917	 2.326563	 2.775755	 3.236847	 3.678046	 10.649740	 18.234621	 27.101116	 35.557461	 52.176144	 67.938004	 
acs-a+N398+E4	 0.386291	 0.774289	 1.157077	 1.543410	 1.947531	 2.316413	 2.698533	 3.072976	 8.916111	 15.331887	 22.853346	 30.418663	 44.894665	 59.244434	 
acs-a+N492+E108	 1.490581	 2.971734	 4.379445	 5.779471	 7.176821	 8.504195	 9.901654	 11.136945	 28.860016	 44.556507	 60.164639	 74.191170	 96.982246	 113.717384	 
acs-a+N492+E221	 0.655973	 1.304396	 1.953260	 2.562341	 3.240349	 3.848861	 4.505755	 5.115968	 14.262578	 23.940363	 34.631126	 44.514256	 63.077557	 79.729530	 
acs-a+N50+E71	 0.519875	 1.034322	 1.549292	 2.062305	 2.589537	 3.066231	 3.611412	 4.067491	 11.621670	 19.775845	 28.867296	 37.516758	 54.173462	 69.581779	 
acs-a+N520+E92	 0.944263	 1.868285	 2.730687	 3.610620	 4.547291	 5.369590	 6.247437	 7.017981	 18.778334	 30.463972	 43.370716	 55.058552	 76.235489	 93.842598	 
acs-a+N562+E127	 0.450441	 0.903700	 1.354403	 1.807427	 2.264209	 2.718710	 3.164704	 3.611761	 10.446965	 17.781031	 26.335506	 34.794262	 50.530926	 65.388962	 
acs-a+N708+E216	 0.898381	 1.749537	 2.576893	 3.443154	 4.302308	 5.126204	 5.890378	 6.656720	 17.617134	 28.897001	 40.819260	 52.715332	 72.551643	 90.202797	 
acs-a+N93+E173	 0.641961	 1.268805	 1.897137	 2.513232	 3.162993	 3.777379	 4.404864	 5.000725	 13.977898	 23.200912	 33.636341	 43.418896	 61.245907	 78.073601	 
acs-f+N117+E158	 2.176309	 4.314935	 6.443402	 8.573423	 10.750537	 12.760670	 14.865342	 16.864290	 45.144844	 71.883186	 96.641899	 117.173828	 145.969849	 167.043884	 
acs-f+N117+E195	 1.560025	 3.088031	 4.656197	 6.200008	 7.774743	 9.270483	 10.859792	 12.305118	 34.368038	 57.194420	 80.453621	 101.964104	 135.425873	 160.747498	 
acs-f+N246+E57	 1.026417	 2.049471	 3.065102	 4.073742	 5.136111	 6.115737	 7.134448	 8.128434	 23.212540	 39.301746	 56.712238	 73.184166	 101.436050	 124.790771	 
acs-f+N315+E112	 0.414699	 0.824856	 1.240500	 1.649290	 2.069116	 2.481615	 2.886136	 3.309069	 9.524317	 16.432201	 24.373451	 32.013470	 47.546318	 62.524967	 
acs-f+N411+E217	 1.596604	 3.151949	 4.712679	 6.254397	 7.842329	 9.355369	 10.842579	 12.296404	 33.681797	 55.346077	 77.562233	 97.890167	 130.325745	 154.654388	 
acs-f+N519+E112	 0.604919	 1.206428	 1.807666	 2.422462	 3.040900	 3.633351	 4.221123	 4.840255	 13.914750	 24.098633	 35.665592	 47.219681	 69.832596	 90.795425	 
acs-f+N606+E88	 0.919184	 1.819047	 2.735491	 3.631447	 4.546078	 5.407752	 6.329927	 7.133440	 20.039146	 33.778736	 49.242420	 64.097313	 91.408051	 115.819473	 
acs-f+N641+E209	 0.443445	 0.885753	 1.331295	 1.771492	 2.224663	 2.658631	 3.105431	 3.552444	 10.220576	 17.585714	 26.093256	 34.659554	 51.149693	 67.422272	 
acs-f+N96+E208	 0.568753	 1.139442	 1.710761	 2.267052	 2.858785	 3.400396	 3.989909	 4.531796	 12.952669	 22.146246	 32.516991	 42.854832	 62.372971	 80.763367	 
