MOF	LCD	PLD	Vol_ASA	Grav_ASA	Void_fraction
fiq+N482+N93+E2+E119	14.65974	11.48945	1775.43	5784.65	0.63528
fiq+N572+N700+E35+E70	16.15726	11.56157	1704.78	3562.43	0.63676
fiq+N651+N113+E61+E82	25.00875	15.21418	1214.66	4767.71	0.7643
fiq+N651+N371+E123+E203	21.87032	13.40684	1378.45	6141.99	0.73764
fit-e+N124+N284+E32+E69	14.49124	9.20771	1925.28	2546.8	0.32746
fit-e+N138+N446+E88+E48	13.10091	9.10782	1810.97	2112.82	0.33376
fit-e+N141+N446+E171+E130	12.39259	6.0105	1927.88	2236.62	0.2995
fit-e+N149+N284+E35+E108	12.67829	7.79161	2119.4	3019.05	0.3177
fit-e+N169+N446+E134+E105	13.23782	8.31437	1967.35	2427.12	0.40252
fit-e+N178+N446+E148+E66	12.48274	6.80654	2132.4	2981.57	0.37744
fit-e+N249+N599+E229+E103	18.24271	12.07006	1916.39	3331.95	0.56536
fit-e+N329+N446+E95+E52	8.89919	5.09855	1764.96	1556.39	0.19272
fit-e+N368+N599+E84+E7	16.84407	11.86149	1861.29	3537.46	0.51312
fit-e+N427+N446+E115+E18	10.52076	5.76463	1909.94	1932.24	0.25754
fit-e+N544+N284+E185+E225	9.69827	6.68323	1550.17	1293.47	0.17682
fit-e+N544+N599+E174+E183	15.50136	8.01324	2056.92	2938.16	0.43914
fit-e+N586+N284+E165+E116	11.33766	7.44192	1661.87	1977.44	0.25192
fit-e+N629+N284+E11+E120	15.14596	8.36998	2103.01	3517.1	0.40776
fit-e+N636+N446+E86+E141	13.53938	8.19834	2039.05	3618.08	0.44164
fit-e+N642+N446+E71+E172	15.38796	9.79959	1939.64	3121.45	0.4928
fit-e+N715+N599+E203+E94	20.37833	12.10934	1942.61	3869.66	0.49574
fit-e+N78+N284+E131+E16	10.26614	6.61523	1861.26	2160.19	0.2726
fit-e+N78+N599+E29+E170	14.29317	9.30276	2069.47	3663.39	0.44516
fit+N104+N133+E171	9.68153	6.17259	1765.96	1700.81	0.19894
fit+N247+N254+E197	7.4632	3.4077	778.424	500.052	0.05856
fit+N24+N206+E213	10.05164	7.36421	2054.87	2549.19	0.31474
fit+N24+N242+E205	8.28811	4.98315	1478.67	1306.91	0.1344
fit+N344+N383+E125	12.58032	7.84941	2167.21	4097.11	0.403
fit+N344+N482+E142	9.24784	6.02026	2072.36	2507.04	0.2491
fit+N407+N133+E74	14.4632	10.59853	1901.75	3201.64	0.51034
fit+N407+N254+E80	16.17939	11.09726	1870.57	4217.83	0.54864
fit+N407+N300+E169	17.74899	11.91698	1784.9	3633.28	0.59766
fit+N407+N383+E221	11.66433	8.07124	2265.05	4446.33	0.41834
fit+N407+N482+E185	6.83171	3.93373	1503.69	803.442	0.10186
fit+N490+N206+E156	9.9082	5.79833	2367.82	2282.06	0.27674
fit+N490+N300+E169	15.84893	10.34781	1966.88	3413.61	0.60318
fit+N490+N391+E219	9.63443	7.5463	2476.26	2708.63	0.34062
fit+N490+N651+E129	14.35186	10.92901	2158.04	3309.09	0.45484
fit+N490+N671+E26	11.44478	7.34598	2381.92	2680.97	0.42192
fit+N663+N206+E188	11.68197	7.92031	2253.69	3517.88	0.37922
fit+N663+N383+E188	11.30212	8.19947	2365.78	3887.11	0.37386
fit+N663+N482+E162	5.90417	3.12922	445.22	288.006	0.0268
fit+N663+N651+E68	13.98606	9.05569	2092.11	3622.51	0.49936
fjh+N110+N263+N13+E15+E69	18.96155	14.1604	1640.66	5795.79	0.66
fjh+N246+N409+N581+E42+E146	20.04003	16.1223	1522.52	4999.09	0.70852
fjh+N277+N424+N464+E8+E86	22.28854	16.70949	1347.29	6722.05	0.72904
fjh+N285+N100+N257+E116+E50	13.93546	11.32255	2186.69	4796.22	0.4695
fjh+N333+N616+N288+E67+E81	20.2226	13.85708	1474.12	6132.99	0.70558
fjh+N579+N1+N12+E122+E216	22.69405	19.28331	1548.79	5724.27	0.68516
fjh+N713+N551+N387+E185+E51	19.30574	14.13394	1698.35	3637.66	0.62904
flu-e+N134+E202	19.97771	5.68492	1949.77	2537.66	0.4187
flu+N115+N362+E40	16.71433	10.3465	1738.47	5066.96	0.62324
flu+N156+N35+E119	14.08169	6.55117	2273.91	3741.07	0.45624
flu+N158+N45+E158	15.93703	7.01054	2077.28	4231.96	0.51324
flu+N164+N21+E67	9.57552	5.84548	1999.23	1784.03	0.22804
flu+N168+N169+E206	16.75313	5.11697	1838.1	2398.57	0.37734
flu+N188+N326+E2	20.83051	15.11964	1418.77	5979.15	0.71556
flu+N188+N38+E132	11.98151	6.12305	2191.43	3234.08	0.3741
flu+N215+N352+E134	11.37758	6.14514	2094.72	3030.81	0.3221
flu+N215+N363+E212	8.56964	3.75768	1809.11	1397.92	0.17566
flu+N218+N582+E137	14.60852	7.15508	1922.28	3584.83	0.38808
flu+N238+N352+E84	11.62253	5.46167	1919.68	2610.1	0.2785
flu+N256+N664+E26	19.43678	9.62034	1716.72	4721.9	0.62568
flu+N312+N67+E58	11.57378	3.76039	1764.15	1822.44	0.2504
flu+N398+N35+E50	10.38482	4.03064	2025.1	2055.97	0.2532
flu+N39+N132+E199	16.04328	10.253	1885.33	5411.66	0.57928
flu+N435+N656+E223	30.54124	16.69286	1129.68	6354.92	0.77634
flu+N461+N64+E83	26.49656	14.71749	1217.88	6104.72	0.76112
flu+N515+N635+E177	11.55592	6.40533	2144.0	3397.16	0.34738
flu+N520+N38+E82	22.26282	12.58283	1508.87	4187.44	0.68202
flu+N627+N617+E28	31.58061	16.52257	1069.23	5488.6	0.79398
flu+N700+N329+E186	18.55863	9.91042	1719.15	3176.7	0.60242
fly+N108+N285+E44+E3+E132	14.92774	10.00391	2045.85	4951.93	0.56488
fly+N146+N695+E102+E160+E33	11.9211	7.19305	2195.66	2775.93	0.3724
fly+N162+N717+E220+E162+E223	11.41967	7.64244	2365.04	5247.13	0.48114
fly+N173+N51+E97+E114+E211	19.53514	13.68885	1370.52	5410.46	0.72544
fly+N213+N499+E66+E204+E148	11.21243	8.36469	2358.92	4054.65	0.45746
fly+N214+N216+E8+E37+E183	12.05618	7.3626	2271.22	3696.78	0.36892
fly+N234+N516+E129+E13+E31	15.49753	9.45772	2114.43	6285.86	0.57104
fly+N240+N10+E67+E1+E125	18.91474	15.46763	1795.4	6242.81	0.60742
fly+N248+N495+E179+E208+E174	16.95916	12.0148	1930.88	3614.07	0.5921
fly+N30+N176+E133+E52+E67	8.82822	5.96272	2354.81	2568.78	0.2782
fly+N30+N20+E154+E82+E76	20.50472	13.72516	1324.72	4459.02	0.73874
fly+N334+N485+E217+E58+E66	8.53392	5.49491	1949.01	2041.24	0.18972
fly+N341+N679+E104+E89+E185	13.00093	7.43681	2313.31	3828.34	0.3774
fly+N406+N245+E42+E66+E7	11.19409	8.63034	2341.95	4333.03	0.49544
fly+N634+N519+E155+E122+E72	13.46971	10.38877	1918.37	4477.66	0.58314
fly+N694+N473+E155+E137+E84	14.44649	11.08836	2042.12	4856.81	0.51684
fna+N133+E19	11.81938	10.31644	1994.27	3365.42	0.5051
fna+N206+E85	14.77366	10.52	1889.6	3439.21	0.52432
fna+N242+E41	18.14839	17.3155	1400.12	5653.2	0.74146
fna+N242+E45	12.67439	11.70106	2142.83	3208.14	0.4689
fna+N242+E85	12.1294	9.55663	2079.52	2953.75	0.36978
fna+N254+E142	14.64098	11.11727	1934.32	4081.4	0.57582
fna+N254+E191	25.18645	21.5695	1016.73	5003.16	0.80742
fna+N272+E163	26.28342	22.82798	1152.6	4327.9	0.74002
fna+N272+E27	17.4112	15.39902	1775.52	2697.01	0.53014
fna+N300+E118	19.67649	17.32333	1438.77	3969.27	0.65722
fna+N300+E191	25.96978	23.41475	1006.72	5217.42	0.80906
fna+N300+E63	13.96566	10.32749	2082.89	3687.27	0.51728
fna+N332+E38	26.3667	23.19354	878.26	4809.08	0.82356
fna+N364+E0	9.6153	9.28987	2322.47	3348.04	0.45012
fna+N383+E162	10.15003	7.47745	2313.75	3361.78	0.38572
fna+N383+E201	14.3088	12.389	1767.93	4400.33	0.59768
fna+N383+E232	19.37469	16.44591	1525.98	4966.62	0.67444
fna+N383+E57	15.08686	12.34696	1820.37	4737.69	0.62932
fna+N391+E125	20.24267	17.73402	1331.9	4845.58	0.7055
fna+N391+E73	14.81981	12.29595	1689.04	3343.19	0.59158
fna+N572+E74	21.29855	18.85704	1366.04	3694.23	0.693
fna+N651+E102	9.96626	6.50542	2030.45	1305.22	0.28716
fna+N651+E160	14.46047	12.20611	1646.6	3497.89	0.58984
fna+N651+E191	21.91659	20.51141	1077.94	5225.12	0.79458
fna+N651+E90	21.70347	16.92141	1213.99	5144.19	0.73062
fna+N671+E204	12.22946	10.09825	2084.22	2892.83	0.47444
fna+N671+E24	20.27957	17.71067	1346.28	4942.71	0.7319
fnb+N332+E14	37.18685	21.2781	897.391	4440.87	0.80786
fnb+N332+E192	35.41417	20.46211	972.952	4535.05	0.78862
fnb+N332+E86	38.41166	22.03294	872.346	4733.06	0.8117
fnb+N572+E105	25.85629	15.24038	1349.1	3744.23	0.7224
fnb+N572+E163	29.56816	16.41494	1239.18	4425.58	0.72412
fnb+N572+E16	20.56999	10.1118	1645.64	3216.48	0.5405
fnb+N572+E23	27.31298	15.28276	1254.41	4860.72	0.74146
fnb+N572+E27	14.4855	8.27795	1965.97	2766.32	0.49628
fnb+N572+E34	31.32877	16.88034	1119.25	4992.55	0.76332
fnb+N572+E56	34.51362	18.87271	1043.56	4266.68	0.7906
fnb+N572+E67	14.68786	8.02903	1994.92	3067.37	0.44554
fnb+N572+E9	41.35762	24.90993	738.42	5154.95	0.86
fnb+N651+E106	45.56335	26.02987	724.929	6251.34	0.86036
fnb+N651+E202	21.42899	11.097	1574.54	3400.3	0.62464
fnb+N651+E223	40.54099	22.72957	875.357	5788.12	0.82748
fnb+N651+E230	36.49987	18.80411	998.977	4818.85	0.8028
fnb+N651+E24	30.57666	16.82486	1162.39	5006.1	0.76746
fnc+N383+E212	18.28259	16.47734	1450.11	2083.67	0.47376
fnd+N133+E84	12.01674	8.04505	1964.15	2740.17	0.32852
fnd+N172+E127	14.19157	12.85806	2089.04	3321.6	0.47244
fnd+N254+E26	16.5579	15.77166	1858.44	4172.26	0.61864
fnd+N651+E50	14.31082	13.45561	2225.17	3187.23	0.4454
fne+N172+E191	27.03614	26.08422	1122.83	5150.96	0.78616
fne+N172+E216	9.83978	7.95565	2350.35	3127.22	0.35174
fne+N242+E23	22.00682	21.5603	1625.32	4957.29	0.66234
fne+N242+E72	13.27543	12.25089	2020.27	3445.07	0.47172
fne+N254+E123	15.76438	13.83318	1929.61	4107.65	0.57454
fne+N254+E228	13.48729	12.32645	2037.55	2583.21	0.44324
fne+N254+E65	14.22338	12.82146	2109.9	4352.72	0.51716
fne+N300+E163	20.49813	18.96516	1517.85	4789.26	0.6878
fne+N300+E172	19.18896	17.78666	1562.35	4180.04	0.68972
fne+N300+E183	18.49263	16.75383	1657.92	3709.14	0.6395
fne+N383+E137	12.18641	11.63482	1963.6	3144.19	0.34608
fne+N383+E17	19.42539	18.72741	1510.87	5097.44	0.67662
fne+N383+E186	13.92688	13.34803	1984.08	3161.73	0.47412
fne+N391+E125	21.42856	19.78099	1654.11	4822.65	0.63172
fne+N391+E187	23.64202	22.22229	1548.01	4881.94	0.6806
fne+N482+E101	23.05657	21.15168	1413.83	6169.3	0.723
fne+N482+E125	21.20782	20.62996	1667.54	4860.55	0.60684
fne+N482+E86	12.68896	11.53295	2154.29	3833.5	0.43982
fne+N572+E116	20.19969	19.4246	1558.15	4700.82	0.6413
fne+N572+E147	17.80471	15.99238	1837.62	4611.52	0.5958
fne+N572+E58	10.78495	8.26771	1970.96	2026.57	0.2378
fne+N651+E234	22.73283	20.87521	1407.12	4879.13	0.71092
fne+N671+E40	21.04388	18.52049	1447.61	5105.82	0.70796
fng+N133+E199	12.30284	9.36873	2306.53	3732.29	0.39954
fng+N206+E158	11.63227	9.72318	2228.55	2525.56	0.3795
fng+N254+E184	9.88899	7.84898	2006.15	1993.74	0.22912
fng+N572+E25	13.99574	12.24336	2038.51	2740.74	0.36034
fng+N651+E95	15.2747	13.44541	2083.62	2643.65	0.37908
fng+N671+E67	11.36115	10.04874	2173.36	2749.11	0.36572
fnh+N133+E134	9.62388	7.5694	2108.93	2793.26	0.2341
fnh+N172+E166	13.17742	12.7027	2142.51	3808.68	0.51986
fnh+N254+E130	10.4364	9.36217	2467.99	3668.06	0.38068
fnh+N254+E85	9.90741	8.24243	2377.64	2998.82	0.33684
fnh+N383+E156	11.73853	9.64895	2306.51	3707.95	0.37064
fnh+N391+E206	10.51336	7.77501	2281.87	2432.13	0.3401
fnh+N482+E69	7.77059	4.34893	1747.98	1562.5	0.11868
fnh+N651+E14	12.77731	10.06065	2096.36	3794.03	0.51486
fnh+N671+E135	13.90299	12.49446	2094.13	4364.31	0.52234
fni+N133+E107	29.94992	28.95141	1249.83	5415.47	0.74442
fni+N133+E166	20.28222	18.90123	1797.66	3905.75	0.57136
fni+N133+E168	14.51374	12.00272	2184.62	3541.24	0.4142
fni+N172+E114	34.88415	33.68881	1020.04	5759.48	0.80088
fni+N206+E224	25.72653	24.95025	1570.36	5225.11	0.6753
fni+N272+E16	18.59829	16.24736	1817.81	3819.85	0.55294
fni+N383+E156	18.76213	16.76224	1875.61	4515.74	0.55724
fni+N482+E23	25.25835	23.28223	1498.22	4852.67	0.68632
fni+N572+E80	31.46559	29.52678	1257.42	5130.31	0.73362
fnj+N133+E181	24.66718	23.33638	1566.43	5120.98	0.6772
fnj+N206+E134	14.05662	12.32683	1965.78	2992.25	0.38108
fnj+N206+E171	17.09293	15.90502	1922.0	2821.79	0.46486
fnj+N272+E175	18.24454	16.93456	1945.37	3370.26	0.5159
fnj+N383+E0	10.28151	9.7669	1478.47	1161.99	0.26404
fnj+N383+E18	18.88509	16.24128	1932.26	3668.65	0.5041
fnj+N391+E132	21.13506	19.96302	1771.92	3203.28	0.58688
fnj+N391+E92	19.48182	19.18279	1863.27	3153.06	0.53564
fnj+N651+E0	10.92991	9.71277	2100.62	1855.18	0.3229
fnj+N671+E45	22.01192	20.31732	1671.8	3488.88	0.6273
fnk+N133+E130	20.75755	17.67123	1547.87	4054.51	0.59804
fnk+N172+E57	20.67193	16.36648	1526.01	4107.55	0.68116
fnk+N206+E69	16.51231	10.00183	1991.7	3011.64	0.47268
fnk+N206+E84	17.10232	13.00968	1707.85	2702.21	0.46674
fnk+N242+E188	18.9467	11.65291	1709.11	4492.96	0.58082
fnk+N254+E185	17.9338	16.29235	1540.38	1561.6	0.49168
fnk+N254+E67	14.08653	9.51237	2014.78	3029.67	0.4703
fnk+N300+E145	28.78099	20.89697	1185.32	3880.44	0.73618
fnk+N300+E74	29.34522	21.75257	1171.33	4027.83	0.75294
fnk+N391+E210	25.81922	15.93661	1364.16	4098.9	0.72778
fnk+N391+E58	12.85341	6.9064	2216.22	2733.36	0.36722
fnk+N482+E126	22.46417	16.68698	1451.87	5377.13	0.68714
fnk+N482+E17	20.71734	14.53538	1583.91	4709.58	0.6431
fnk+N572+E174	22.22481	17.33654	1424.49	3776.09	0.65246
fnk+N651+E72	20.6891	14.85274	1603.74	3283.96	0.58838
fnl+N206+E168	15.38594	11.45942	1893.05	3261.04	0.52728
fnl+N206+E184	14.49823	11.41386	1825.71	2874.99	0.47686
fnl+N206+E44	17.62633	16.39343	1579.78	2897.37	0.63716
fnl+N383+E217	14.67631	9.41692	1858.83	3250.86	0.41608
fnn+N206+E13	10.63224	7.44452	2401.07	3082.66	0.42398
fnn+N206+E24	16.17103	12.83386	1712.48	4711.01	0.66114
fnn+N206+E35	18.31926	14.80524	1475.87	4735.18	0.70102
fnn+N206+E58	9.30465	6.47057	2170.08	2133.35	0.24566
fnn+N272+E130	14.70703	10.52445	2083.81	4129.46	0.50034
fnn+N272+E16	12.56175	9.86475	2187.08	3661.28	0.45042
fnn+N272+E29	12.4065	9.46115	2154.55	3388.58	0.44524
fnn+N651+E104	18.71126	14.52774	1517.92	4462.44	0.68042
fnn+N651+E185	12.02625	8.02467	2049.37	1753.33	0.38058
fnn+N651+E186	14.10674	9.78152	1983.07	3322.28	0.51196
fnn+N651+E18	12.36461	9.88747	1978.52	3321.28	0.48584
fnn+N651+E24	17.79692	13.87344	1587.96	5023.82	0.68152
fnn+N651+E36	21.84205	17.4299	1203.69	5725.26	0.7726
fnn+N651+E43	12.97598	9.75656	1940.83	3203.4	0.47688
fno+N482+E182	10.03329	5.72918	2580.71	2637.14	0.28356
fno+N482+E27	8.21673	4.88939	2542.33	2232.3	0.21858
fnp+N206+E104	28.40603	21.2623	1272.48	4011.16	0.7227
fnp+N206+E142	19.87369	15.14618	1620.9	3323.38	0.58748
fnp+N242+E186	15.8059	10.49156	1720.79	2426.6	0.46074
fnp+N242+E29	15.61582	10.38211	1684.31	2385.4	0.43508
fnp+N254+E136	27.02418	19.09646	1279.36	4383.05	0.72294
fnp+N254+E96	24.80158	19.13214	1387.75	4275.2	0.69144
fnp+N300+E26	20.38917	14.19828	1699.68	3983.72	0.61374
fnp+N383+E111	22.55881	14.43706	1534.28	4840.54	0.65252
fnp+N391+E18	16.83645	9.65024	1750.53	2250.56	0.44284
fnp+N391+E88	13.72674	7.85942	1896.0	2024.54	0.3635
fnp+N651+E202	17.95969	11.62828	1659.32	2658.42	0.53782
fnp+N651+E25	18.54353	12.10086	1617.87	2690.4	0.50798
fnq+N206+E162	6.63852	4.62683	1841.02	1401.22	0.13514
fnq+N206+E48	8.51472	5.99067	1745.0	1500.68	0.15222
fnq+N206+E67	7.59537	4.25092	1870.91	1546.84	0.15672
fnq+N254+E226	7.48992	4.21382	941.939	613.865	0.06294
fnq+N254+E26	11.47076	7.44868	2572.47	3781.97	0.42344
fnq+N254+E34	18.8721	12.71087	1717.65	4801.98	0.6437
fnq+N272+E146	15.86723	11.3971	1974.9	2757.0	0.43778
fnq+N272+E187	24.95127	17.80487	1635.04	5154.3	0.65454
fnq+N300+E131	14.78395	10.45563	2333.67	3061.57	0.38556
fnq+N332+E183	26.59718	16.5709	1191.04	4071.76	0.74514
fnq+N332+E44	20.02175	12.62657	1619.42	4144.4	0.65142
fnq+N391+E162	12.44142	9.05612	2265.33	2718.02	0.38266
fnq+N572+E171	11.83198	6.06085	2054.08	2381.09	0.30676
fnq+N651+E110	24.88367	18.59426	1444.24	5049.61	0.7131
fnq+N651+E11	20.28154	16.75978	1864.95	4576.91	0.6008
fnq+N651+E17	24.38364	20.79896	1591.07	4993.11	0.67136
fnr+N133+E47	30.36332	20.13683	1093.85	5628.21	0.77994
fnr+N133+E86	19.20543	12.4662	1826.87	4750.11	0.57738
fnr+N172+E139	11.76892	7.09475	2123.03	2502.26	0.34998
fnr+N172+E18	17.36165	6.85871	2104.09	3089.57	0.4346
fnr+N172+E78	22.90662	17.66176	1325.29	5431.54	0.72928
fnr+N242+E101	25.15721	17.5561	1290.45	6284.7	0.74922
fnr+N254+E121	35.52423	23.10483	903.995	5947.21	0.83204
fnr+N254+E159	16.74184	8.64922	1927.42	3004.78	0.4435
fnr+N254+E74	26.59983	16.64836	1355.72	3992.71	0.72374
fnr+N300+E118	21.31002	16.79304	1764.91	4576.38	0.62018
fnr+N364+E165	13.57865	10.05807	1948.46	3639.83	0.44576
fnr+N364+E34	24.68805	19.86456	1122.7	5904.85	0.77204
fnr+N383+E50	12.89709	6.58347	2046.4	2831.57	0.38152
fnr+N391+E167	16.60202	9.13112	1902.92	3113.66	0.41434
fnr+N482+E76	14.90394	7.62763	2127.13	3053.2	0.4252
fnr+N482+E96	20.71697	14.09646	1580.52	4759.41	0.6546
fnr+N651+E136	26.38215	22.37874	1496.22	5116.11	0.70022
fnr+N671+E139	10.38629	7.69163	2169.47	2595.93	0.35792
fnr+N671+E30	25.83933	17.35215	1319.34	5858.34	0.75618
fns+N242+E118	42.23313	41.88959	1164.06	3741.31	0.704
fns+N242+E29	29.4817	28.35559	1207.81	2533.42	0.60234
fns+N242+E35	46.23577	45.74725	970.342	4947.87	0.7967
fns+N242+E85	31.5978	30.8829	1182.84	2748.09	0.61824
fns+N254+E199	25.09317	24.2445	1600.66	3595.66	0.61624
fns+N272+E24	39.78987	38.67352	1023.05	5179.24	0.79996
fns+N272+E51	23.69768	22.48345	1411.59	2283.32	0.57216
fns+N300+E11	38.73422	38.14423	1176.64	4641.04	0.75044
fns+N300+E165	25.15687	24.24494	1304.05	2381.66	0.53856
fns+N383+E141	39.13048	37.32892	1171.25	5618.16	0.75942
fns+N383+E157	50.09033	48.44179	1036.87	5602.05	0.75346
fns+N383+E78	39.90963	37.96687	1064.34	5883.04	0.782
fns+N391+E95	29.98252	28.86924	1362.34	2862.79	0.63438
fns+N482+E232	42.75199	42.30888	1121.42	4254.4	0.73538
fns+N572+E137	35.55432	34.24145	1129.99	3227.27	0.64332
fns+N572+E72	30.59955	29.70872	1252.94	3314.68	0.66598
fnt+N133+E210	19.92419	13.40765	1538.79	4791.04	0.70432
fnt+N133+E66	12.78431	9.19101	2241.13	3474.83	0.46702
fnt+N206+E221	18.21934	12.1098	1805.25	5203.94	0.61674
fnt+N206+E95	10.93947	7.07186	2322.95	2747.29	0.35002
fnt+N242+E116	16.37161	10.46529	1828.17	4644.49	0.56712
fnt+N242+E137	9.3033	6.28275	2114.67	2960.49	0.28526
fnt+N242+E27	7.85076	4.63	2401.22	2201.7	0.23526
fnt+N242+E59	26.88536	18.54832	1141.04	6184.24	0.7734
fnt+N242+E64	22.26314	15.7442	1350.2	5749.35	0.72378
fnt+N300+E224	17.32313	12.20161	1888.26	5345.75	0.60732
fnt+N300+E48	9.37301	5.0026	2215.45	2381.58	0.20912
fnt+N332+E29	22.37623	15.81743	1322.3	4223.53	0.70468
fnt+N391+E165	9.58301	7.37048	2154.28	2538.52	0.30186
fnt+N391+E60	18.90551	12.37353	1651.55	3163.38	0.5662
fnt+N391+E86	13.80085	10.46075	1975.85	3761.14	0.51456
fnt+N482+E34	17.22358	11.2637	1757.88	5247.41	0.63234
fnt+N572+E104	18.80228	12.6959	1684.84	4350.88	0.63738
fnt+N572+E223	22.61661	15.25748	1371.46	5459.84	0.71202
fnt+N572+E7	22.76925	16.6603	1234.78	5224.6	0.76634
fnt+N651+E215	14.24888	9.78407	2115.92	4230.13	0.50474
fnu+N133+E16	6.00486	3.87989	1787.36	1654.46	0.11056
fnu+N133+E37	6.43253	3.73023	1702.36	1362.02	0.11302
fnu+N133+E47	10.86609	8.75749	2179.69	5221.56	0.53398
fnu+N206+E129	11.34995	7.42142	2424.93	3610.82	0.38236
fnu+N206+E174	8.88271	6.30221	2211.11	2425.12	0.25238
fnu+N206+E218	11.10703	7.97455	2512.7	4510.14	0.43684
fnu+N242+E193	10.13961	7.09731	2237.42	4006.71	0.34676
fnu+N242+E31	10.09704	8.1514	2291.81	4563.06	0.53676
fnu+N242+E36	11.34528	9.57088	1996.09	5830.71	0.61632
fnu+N254+E173	5.61515	2.81756	0.0	0.0	0.0394
fnu+N383+E16	6.38033	4.12963	1545.6	1403.04	0.09386
fnu+N391+E208	12.85364	8.96838	2497.16	3408.42	0.41326
fnu+N482+E102	4.51747	2.0862	0.0	0.0	0.0
fnu+N482+E22	11.33164	9.11476	2089.62	5623.69	0.61756
fnu+N482+E53	9.4072	6.74225	2624.09	3785.4	0.3973
fnu+N572+E145	9.87482	6.58824	2441.7	3073.81	0.35118
fnu+N572+E38	9.52325	6.59337	2601.25	3673.74	0.37188
fnu+N572+E41	11.55123	8.47775	2383.29	4945.47	0.51046
fnu+N651+E1	16.0703	12.55658	1563.89	5992.86	0.69792
fnu+N651+E39	17.36422	13.60207	1368.97	6495.27	0.75048
fnu+N671+E132	7.29628	5.20746	2804.53	2902.09	0.25352
fnu+N671+E171	7.46571	4.18337	2108.38	1964.74	0.16084
fnu+N671+E188	11.21723	7.3629	2470.3	4897.7	0.45862
fnu+N671+E1	15.53633	12.58155	1507.96	5967.09	0.70906
fnv+N172+E4	20.02983	18.61624	1322.52	5807.61	0.75764
fnv+N206+E96	15.85773	13.36044	1722.9	4743.91	0.6467
fnv+N300+E116	18.35846	14.21809	1389.91	4811.38	0.68716
fnv+N300+E19	10.94763	8.48318	2139.73	3060.16	0.4663
fnv+N300+E226	6.53427	4.14943	891.507	646.692	0.05908
fnv+N383+E103	16.68971	13.51555	1659.9	2664.69	0.65244
fnv+N383+E180	10.47803	8.52309	2125.57	3209.54	0.39846
fnv+N383+E192	12.26872	9.40514	2038.0	4148.49	0.50876
fnv+N383+E50	9.47863	7.25347	2341.52	3435.02	0.39226
fnv+N391+E85	12.69187	8.91134	2153.68	3168.39	0.43138
fnv+N572+E110	16.91753	14.73582	1404.76	4830.86	0.70712
fnv+N572+E128	9.94377	7.19462	2363.1	2940.55	0.30042
fnv+N572+E6	17.70688	16.00329	1395.24	5236.11	0.72922
fnv+N651+E70	10.36252	8.87592	2315.0	3432.07	0.46324
fnv+N671+E167	12.82393	8.24172	1939.33	2880.57	0.353
fnv+N671+E232	19.05368	16.43887	1478.45	4339.11	0.66598
fnv+N671+E57	14.46526	12.19109	1850.11	4111.42	0.6219
fnw+N133+E137	21.98702	19.83602	1747.63	3488.56	0.4516
fnw+N172+E166	24.09679	23.55574	1805.86	3751.72	0.59218
fnw+N172+E189	28.46137	27.42749	1540.11	4676.49	0.67642
fnw+N172+E216	14.78793	10.08313	2125.7	2939.92	0.37762
fnw+N172+E98	36.43503	33.37496	1156.37	5637.67	0.77236
fnw+N242+E0	9.53498	8.90255	1676.68	1084.83	0.18742
fnw+N254+E180	19.84801	18.33282	1881.18	3020.43	0.48362
fnw+N254+E205	22.14862	19.06201	1714.23	3054.22	0.48354
fnw+N254+E85	21.45228	19.87205	1871.88	3557.47	0.5342
fnw+N300+E143	18.28355	16.26795	1990.66	4203.06	0.53502
fnw+N300+E145	26.19819	21.9862	1515.73	4137.95	0.6783
fnw+N300+E178	20.73672	18.38925	1809.05	4494.1	0.58932
fnw+N300+E212	13.7538	11.14718	2286.03	3034.46	0.39842
fnw+N383+E221	30.62291	29.87065	1524.75	5695.31	0.67218
fnw+N391+E22	26.75412	22.53907	1169.54	5128.38	0.78742
fnw+N391+E50	10.34796	6.1259	2683.95	3036.02	0.36034
fnw+N482+E68	26.5705	24.53754	1557.15	4510.48	0.67304
fnw+N572+E213	24.78423	22.22885	1580.94	4010.18	0.60356
fnw+N651+E175	21.47623	18.4654	1960.32	3613.84	0.54032
fnw+N651+E26	24.78655	24.00371	1606.4	4556.67	0.67004
fnw+N671+E213	30.48306	28.41494	1443.25	4210.99	0.6559
fnw+N671+E90	33.84587	31.06048	1342.25	5631.23	0.72594
fnw+N671+E96	28.15884	26.16044	1463.19	4990.12	0.70126
fny+N133+E110	37.81809	36.98107	1462.22	4910.04	0.68746
fny+N133+E228	25.95597	25.66275	1238.95	1370.5	0.39272
fny+N242+E49	36.39519	35.72435	1372.5	4524.1	0.66466
fny+N272+E213	36.49701	35.25197	1360.59	4330.79	0.67742
fny+N391+E45	27.83758	27.21769	1566.46	3382.08	0.65882
fny+N482+E29	21.71936	19.23363	1543.57	2283.8	0.45562
fny+N651+E38	34.21976	33.19981	1344.67	4537.0	0.73648
fny+N671+E222	35.98515	35.24022	1284.92	5177.6	0.74766
fnz+N172+E38	18.89869	15.66646	2154.44	4441.73	0.57776
fnz+N206+E54	19.5311	14.18203	2149.55	4204.45	0.5665
fnz+N242+E7	27.44401	23.087	1513.63	5467.46	0.7177
fnz+N300+E159	12.21713	9.02082	2017.65	2416.61	0.26548
fnz+N300+E23	22.10165	18.57596	1896.29	4987.6	0.62274
fnz+N332+E166	28.40567	23.99245	1471.88	4034.45	0.6645
